Genus,Species,Strain,Fasta,FastaFolder,Fastq,FastqFolder,ReferenceGenome,Kingdom,Phylum,Class,Order,Family,file,type
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/borders/LT2_MM16_borders.bed,borders
Salmonella,enterica,LT2,LT2,bacteria/salmonella/enterica/LT2,MM16,8_TESTS/Arima_bact,GCA_000006945.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/chromosight/LT2_MM16_loops.tsv,chromosight
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,ref/S_meliloti_1021_VJ.fa,assembly
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/cool/S_meliloti_1021_VJ_MM164.mcool,cool
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/distance_law/S_meliloti_1021_VJ_MM164_distance_law.csv,distance_law
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/pairs/S_meliloti_1021_VJ_MM164.pairs,pairs
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/macrodomains/S_meliloti_1021_VJ_MM164_macrodomains.bed,macrodomains
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/DI/S_meliloti_1021_VJ_MM164_DI.bed,DI
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/insulation/S_meliloti_1021_VJ_MM164_insulation.bed,insulation
Sinorhizobium,meliloti,1021,S_meliloti_1021_VJ,bacteria/sinorhizobium/meliloti/1021,MM164,1_BACTERIA/Mix_bacteria,GCA_000006965.1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,results/chromosight/S_meliloti_1021_VJ_MM164_loops.tsv,chromosight
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,ref/S_epidermidis_AMT.fa,assembly
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/cool/S_epidermidis_AMT_MP008.mcool,cool
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/distance_law/S_epidermidis_AMT_MP008_distance_law.csv,distance_law
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/pairs/S_epidermidis_AMT_MP008.pairs,pairs
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/macrodomains/S_epidermidis_AMT_MP008_macrodomains.bed,macrodomains
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/DI/S_epidermidis_AMT_MP008_DI.bed,DI
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/insulation/S_epidermidis_AMT_MP008_insulation.bed,insulation
Staphylococcus,epidermidis,AMT,S_epidermidis_AMT,bacteria/staphylococcus/epidermidis/AMT,MP008,3_YEAST/collab_Liti,GCA_002215535.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,results/chromosight/S_epidermidis_AMT_MP008_loops.tsv,chromosight
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,ref/S_agalactiae_SGM4.fa,assembly
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/cool/S_agalactiae_SGM4_MM090.mcool,cool
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/distance_law/S_agalactiae_SGM4_MM090_distance_law.csv,distance_law
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/pairs/S_agalactiae_SGM4_MM090.pairs,pairs
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/macrodomains/S_agalactiae_SGM4_MM090_macrodomains.bed,macrodomains
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/DI/S_agalactiae_SGM4_MM090_DI.bed,DI
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/insulation/S_agalactiae_SGM4_MM090_insulation.bed,insulation
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/borders/S_agalactiae_SGM4_MM090_borders.bed,borders
Streptococcus,agalactiae,SG-M4,S_agalactiae_SGM4,bacteria/streptococcus/agalactiae/SGM4,MM090,1_BACTERIA/Mix_bacteria,GCA_002197385.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/chromosight/S_agalactiae_SGM4_MM090_loops.tsv,chromosight
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,ref/S_pneumoniae_TIGR4.fa,assembly
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/cool/S_pneumoniae_TIGR4_MM155.mcool,cool
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/distance_law/S_pneumoniae_TIGR4_MM155_distance_law.csv,distance_law
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/pairs/S_pneumoniae_TIGR4_MM155.pairs,pairs
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/macrodomains/S_pneumoniae_TIGR4_MM155_macrodomains.bed,macrodomains
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/DI/S_pneumoniae_TIGR4_MM155_DI.bed,DI
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/insulation/S_pneumoniae_TIGR4_MM155_insulation.bed,insulation
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/borders/S_pneumoniae_TIGR4_MM155_borders.bed,borders
Streptococcus,penumoniae,TIGR4,S_pneumoniae_TIGR4,bacteria/streptococcus/pneumoniae/TIGR4,MM155,1_BACTERIA/Mix_bacteria,GCA_000006885.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Streptococcaceae,results/chromosight/S_pneumoniae_TIGR4_MM155_loops.tsv,chromosight
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,ref/S_cattleyicolor_NRRL8057_VJ.fa,assembly
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/cool/S_cattleyicolor_NRRL8057_VJ_MM260.mcool,cool
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/distance_law/S_cattleyicolor_NRRL8057_VJ_MM260_distance_law.csv,distance_law
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/pairs/S_cattleyicolor_NRRL8057_VJ_MM260.pairs,pairs
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/macrodomains/S_cattleyicolor_NRRL8057_VJ_MM260_macrodomains.bed,macrodomains
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/DI/S_cattleyicolor_NRRL8057_VJ_MM260_DI.bed,DI
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/insulation/S_cattleyicolor_NRRL8057_VJ_MM260_insulation.bed,insulation
Streptomyces,cattleyicolor,NRRL8057,S_cattleyicolor_NRRL8057_VJ,bacteria/streptantibioticus/cattleyicolor/NRRL8057,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/chromosight/S_cattleyicolor_NRRL8057_VJ_MM260_loops.tsv,chromosight
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,ref/coelicolor.fa,assembly
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/cool/coelicolor_MM108.mcool,cool
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/distance_law/coelicolor_MM108_distance_law.csv,distance_law
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/pairs/coelicolor_MM108.pairs,pairs
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/macrodomains/coelicolor_MM108_macrodomains.bed,macrodomains
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/DI/coelicolor_MM108_DI.bed,DI
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/insulation/coelicolor_MM108_insulation.bed,insulation
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/borders/coelicolor_MM108_borders.bed,borders
Streptomyces,coelicolor,DSM,coelicolor,NA,MM108,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Kitasatosporales,Streptomycetaceae,results/chromosight/coelicolor_MM108_loops.tsv,chromosight
Sulfolobus,islandicus,REY15A,islandicus,archeae/sulfolobus/islandicus,MM24,7_ARCHEAE/Sulfolobus_islandicus,GCA_000189555.1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,ref/islandicus.fa,assembly
Sulfolobus,islandicus,REY15A,islandicus,archeae/sulfolobus/islandicus,MM24,7_ARCHEAE/Sulfolobus_islandicus,GCA_000189555.1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/cool/islandicus_MM24.mcool,cool
Sulfolobus,islandicus,REY15A,islandicus,archeae/sulfolobus/islandicus,MM24,7_ARCHEAE/Sulfolobus_islandicus,GCA_000189555.1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/distance_law/islandicus_MM24_distance_law.csv,distance_law
Sulfolobus,islandicus,REY15A,islandicus,archeae/sulfolobus/islandicus,MM24,7_ARCHEAE/Sulfolobus_islandicus,GCA_000189555.1,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/pairs/islandicus_MM24.pairs,pairs
Sulfolobus,shibatae,NA,B12_final,archeae/sulfolobus/shibatae,MM23,7_ARCHEAE/Sulfolobus_islandicus,Unpublished,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,ref/B12_final.fa,assembly
Sulfolobus,shibatae,NA,B12_final,archeae/sulfolobus/shibatae,MM23,7_ARCHEAE/Sulfolobus_islandicus,Unpublished,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/cool/B12_final_MM23.mcool,cool
Sulfolobus,shibatae,NA,B12_final,archeae/sulfolobus/shibatae,MM23,7_ARCHEAE/Sulfolobus_islandicus,Unpublished,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/distance_law/B12_final_MM23_distance_law.csv,distance_law
Sulfolobus,shibatae,NA,B12_final,archeae/sulfolobus/shibatae,MM23,7_ARCHEAE/Sulfolobus_islandicus,Unpublished,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,results/pairs/B12_final_MM23.pairs,pairs
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,ref/PCC6803.fa,assembly
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/cool/PCC6803_SY1.mcool,cool
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/distance_law/PCC6803_SY1_distance_law.csv,distance_law
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/pairs/PCC6803_SY1.pairs,pairs
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/macrodomains/PCC6803_SY1_macrodomains.bed,macrodomains
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/DI/PCC6803_SY1_DI.bed,DI
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/insulation/PCC6803_SY1_insulation.bed,insulation
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/borders/PCC6803_SY1_borders.bed,borders
Synechocystis,PCC6803,PCC6803,PCC6803,bacteria/Synechocystis/PCC6803,SY1,1_BACTERIA/Synechocystis,GCA_000009725.1,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,results/chromosight/PCC6803_SY1_loops.tsv,chromosight
Thermococcus,kodakarensis,ND,t_kodakarensis,archeae/thermococcus/kodakarensis,CC438,7_ARCHEAE/Thermococcus_kodakarensis,NA,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,ref/t_kodakarensis.fa,assembly
Thermococcus,kodakarensis,ND,t_kodakarensis,archeae/thermococcus/kodakarensis,CC438,7_ARCHEAE/Thermococcus_kodakarensis,NA,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,results/cool/t_kodakarensis_CC438.mcool,cool
Thermococcus,kodakarensis,ND,t_kodakarensis,archeae/thermococcus/kodakarensis,CC438,7_ARCHEAE/Thermococcus_kodakarensis,NA,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,results/distance_law/t_kodakarensis_CC438_distance_law.csv,distance_law
Thermococcus,kodakarensis,ND,t_kodakarensis,archeae/thermococcus/kodakarensis,CC438,7_ARCHEAE/Thermococcus_kodakarensis,NA,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,results/pairs/t_kodakarensis_CC438.pairs,pairs
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,ref/T_muris.fa,assembly
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/cool/T_muris_MM84.mcool,cool
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/distance_law/T_muris_MM84_distance_law.csv,distance_law
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/pairs/T_muris_MM84.pairs,pairs
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/macrodomains/T_muris_MM84_macrodomains.bed,macrodomains
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/DI/T_muris_MM84_DI.bed,DI
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/insulation/T_muris_MM84_insulation.bed,insulation
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/borders/T_muris_MM84_borders.bed,borders
Turicimonas,muris,YL45,T_muris,metagenomics/OligoMM12,MM84,2_METAG/OMM,GCA_016696765.1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,results/chromosight/T_muris_MM84_loops.tsv,chromosight
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,ref/V_parvula_SKV38.fa,assembly
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/cool/V_parvula_SKV38_MM108.mcool,cool
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/distance_law/V_parvula_SKV38_MM108_distance_law.csv,distance_law
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/pairs/V_parvula_SKV38_MM108.pairs,pairs
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/macrodomains/V_parvula_SKV38_MM108_macrodomains.bed,macrodomains
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/DI/V_parvula_SKV38_MM108_DI.bed,DI
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/insulation/V_parvula_SKV38_MM108_insulation.bed,insulation
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/borders/V_parvula_SKV38_MM108_borders.bed,borders
Veillonella,parvula,SKV38,V_parvula_SKV38,bacteria/veillonella/parvula/SKV38,MM108,1_BACTERIA/Mix_bacteria,GCA_902810435.1,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,results/chromosight/V_parvula_SKV38_MM108_loops.tsv,chromosight
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,ref/V_cholerae_O1.fa,assembly
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/cool/V_cholerae_O1_CC340.mcool,cool
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/distance_law/V_cholerae_O1_CC340_distance_law.csv,distance_law
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/pairs/V_cholerae_O1_CC340.pairs,pairs
